5,622121499281614E-10
1,124424301514579E-09
1,1244243019145636E-09
1,1244243020578494E-09
1,1244243020755035E-09
1,1244243020578294E-09
1,1244243019145565E-09
1,1244243015145822E-09
5,622121499281534E-10
1,1244243014968225E-09
2,248848609039961E-09
2,248848609875269E-09
2,2488486101806943E-09
2,2488486102165802E-09
2,2488486101806694E-09
2,2488486098752677E-09
2,248848609039958E-09
1,1244243014967993E-09
1,1244243017533944E-09
2,2488486095704864E-09
2,2488486104557533E-09
2,2488486107773773E-09
2,2488486108140946E-09
2,2488486107773963E-09
2,2488486104557835E-09
2,2488486095704893E-09
1,1244243017533808E-09
1,1244243014968065E-09
2,2488486090399758E-09
2,248848609875315E-09
2,2488486101806248E-09
2,2488486102165583E-09
2,2488486101806686E-09
2,2488486098752884E-09
2,2488486090399257E-09
1,124424301496788E-09
5,622121499281574E-10
1,1244243015145882E-09
1,1244243019145524E-09
1,1244243020578042E-09
1,1244243020754905E-09
1,1244243020578192E-09
1,1244243019145516E-09
1,1244243015145473E-09
5,622121499281422E-10
0,20000000117323635
0,20000000180970698
0,20000000189176723
0,20000000190791833
0,20000000190877484
0,2000000019079128
0,20000000189176598
0,20000000180971053
0,20000000117323247
0,2000000018088081
0,20000000296852216
0,20000000306591922
0,20000000308225616
0,20000000308317217
0,20000000308225235
0,200000003065918
0,20000000296852277
0,20000000180879948
0,20000000187472092
0,20000000304946622
0,20000000315418495
0,200000003171713
0,20000000317248162
0,20000000317171368
0,2000000031541931
0,20000000304946822
0,20000000187471773
0,20000000180880156
0,20000000296852236
0,20000000306593452
0,200000003082242
0,20000000308317217
0,20000000308225163
0,20000000306592455
0,20000000296851767
0,20000000180879934
0,20000000117323377
0,2000000018097124
0,20000000189175826
0,20000000190790715
0,2000000019087754
0,2000000019079083
0,20000000189176553
0,20000000180969893
0,20000000117323055
0,40000000178290296
0,40000000249407447
0,4000000026577051
0,40000000269011804
0,4000000026917869
0,40000000269010677
0,4000000026577027
0,4000000024940818
0,40000000178289485
0,4000000024923341
0,4000000036897941
0,40000000388364193
0,40000000391654933
0,4000000039182967
0,4000000039165417
0,4000000038836395
0,4000000036897949
0,4000000024923172
0,40000000262355984
0,4000000038505023
