5,622121499832909E-10
1,1244243016097483E-09
1,1244243018923587E-09
1,1244243020908397E-09
1,1244243020742884E-09
1,1244243020901862E-09
1,1244243018921232E-09
1,1244243016101683E-09
5,622121499834974E-10
1,1244243014244628E-09
2,248848609039654E-09
2,2488486098765044E-09
2,248848610202336E-09
2,2488486102085963E-09
2,2488486101984484E-09
2,2488486098732684E-09
2,2488486090391664E-09
1,1244243014246195E-09
1,1244243018105078E-09
2,2488486096390667E-09
2,248848610482898E-09
2,248848610766276E-09
2,2488486108020157E-09
2,2488486107585697E-09
2,2488486104745287E-09
2,248848609634804E-09
1,1244243018096473E-09
1,124424301425055E-09
2,2488486090414585E-09
2,2488486098777948E-09
2,248848610201831E-09
2,2488486102063964E-09
2,2488486101957345E-09
2,2488486098710475E-09
2,248848609037884E-09
1,1244243014242953E-09
5,622121499835345E-10
1,1244243016104947E-09
1,124424301892898E-09
1,124424302090626E-09
1,1244243020733837E-09
1,1244243020890573E-09
1,1244243018912129E-09
1,1244243016096416E-09
5,622121499833668E-10
0,200000001228273
0,2000000018488787
0,2000000018671038
0,2000000019288215
0,2000000018984392
0,2000000019287821
0,2000000018671518
0,20000000184900155
0,20000000122831985
0,20000000174927998
0,20000000296565876
0,20000000306757007
0,20000000308450555
0,20000000308095375
0,20000000308409974
0,20000000306732357
0,20000000296575166
0,20000000174934562
0,2000000019233651
0,2000000030587754
0,20000000315755143
0,2000000031674509
0,20000000317313363
0,20000000316649244
0,20000000315655034
0,20000000305831112
0,20000000192327835
0,20000000174936353
0,2000000029659179
0,2000000030677579
0,20000000308444038
0,2000000030806572
0,20000000308374752
0,20000000306705018
0,20000000296559742
0,20000000174930685
0,20000000122830816
0,20000000184898525
0,20000000186718475
0,20000000192879427
0,20000000189831882
0,20000000192863723
0,20000000186703906
0,20000000184893757
0,20000000122830391
0,40000000191469587
0,4000000025664829
0,40000000260817303
0,40000000272047753
0,4000000026798593
0,4000000027204995
0,4000000026080733
0,4000000025662896
0,40000000191462826
0,40000000236986644
0,4000000036803879
0,40000000389128665
0,4000000039212
0,40000000390516305
0,4000000039217029
0,4000000038915732
0,40000000368026
0,4000000023697837
0,4000000027291975
0,4000000038672432
0,4000000040577278
0,40000000408697345
0,4000000040972325
0,40000000408824277
0,4000000040590696
0,40000000386794354
0,40000000272934416
0,40000000236976696
0,4000000036801008
0,40000000389111295
0,40000000392134955
0,4000000039055332
0,4000000039220816
0,4000000038918398
0,4000000036804176
0,40000000236982236
0,40000000191465684
0,4000000025663623
0,4000000026081048
0,40000000272053804
0,40000000268001834
0,40000000272065706
0,4000000026081862
0,40000000256635626
