5,62212149928158E-10
1,1244243015145955E-09
1,1244243019145634E-09
1,124424302057835E-09
1,1244243020755199E-09
1,1244243020578306E-09
1,1244243019145592E-09
1,124424301514594E-09
5,62212149928159E-10
1,1244243014968045E-09
2,2488486090399923E-09
2,2488486098752545E-09
2,248848610180657E-09
2,2488486102166026E-09
2,2488486101806467E-09
2,248848609875245E-09
2,2488486090399845E-09
1,1244243014967997E-09
1,1244243017533947E-09
2,248848609570445E-09
2,248848610455749E-09
2,248848610777346E-09
2,248848610814096E-09
2,248848610777332E-09
2,2488486104557426E-09
2,248848609570449E-09
1,1244243017533934E-09
1,1244243014967985E-09
2,2488486090399894E-09
2,2488486098752537E-09
2,2488486101806434E-09
2,2488486102166067E-09
2,2488486101806405E-09
2,248848609875246E-09
2,2488486090399832E-09
1,1244243014968024E-09
5,622121499281577E-10
1,1244243015145924E-09
1,1244243019145615E-09
1,1244243020578306E-09
1,1244243020755199E-09
1,1244243020578323E-09
1,1244243019145617E-09
1,1244243015145957E-09
5,6221214992816E-10
0,20000000117324343
0,20000000180971012
0,2000000018917719
0,20000000190791378
0,20000000190878134
0,2000000019079134
0,2000000018917711
0,20000000180971012
0,2000000011732443
0,2000000018087945
0,2000000029685358
0,20000000306591262
0,20000000308225022
0,2000000030831765
0,20000000308224947
0,20000000306591165
0,20000000296853493
0,2000000018087932
0,20000000187473446
0,20000000304944965
0,20000000315419572
0,20000000317170297
0,20000000317248348
0,20000000317170025
0,20000000315419517
0,20000000304945037
0,20000000187473438
0,20000000180879218
0,20000000296853582
0,2000000030659134
0,20000000308224766
0,2000000030831778
0,20000000308224827
0,2000000030659122
0,2000000029685345
0,2000000018087955
0,20000000117324457
0,20000000180970956
0,20000000189177092
0,2000000019079127
0,20000000190878156
0,2000000019079142
0,2000000018917725
0,20000000180971061
0,20000000117324437
0,4000000017829173
0,4000000024940811
0,4000000026577142
0,40000000269010916
0,4000000026918
0,4000000026901077
0,4000000026577126
0,400000002494081
0,40000000178291845
0,4000000024923067
0,4000000036898217
0,4000000038836295
0,40000000391653745
0,4000000039183052
0,400000003916536
0,40000000388362766
0,4000000036898196
0,40000000249230416
0,40000000262358704
0,40000000385046947
0,40000000405901304
0,4000000040942612
0,40000000409573516
0,40000000409425607
0,40000000405901237
0,40000000385047135
0,4000000026235852
0,400000002492303
0,40000000368982136
0,4000000038836309
0,40000000391653245
0,4000000039183078
0,4000000039165328
0,40000000388362866
0,40000000368981836
0,4000000024923088
0,40000000178291933
0,40000000249407974
0,4000000026577125
0,40000000269010655
0,4000000026918015
0,40000000269010894
0,4000000026577154
0,4000000024940829
